realSeconds,gameSeconds,x,y,health,spark,weapon,bossHealth,deaths,decision
54.54,54.68,214.773,-2.789,5,True,SunseedWand,10,1,advance
55.05,55.20,217.452,-2.789,5,True,SunseedWand,10,1,advance
55.55,55.70,220.068,-2.787,5,True,SunseedWand,10,1,advance
56.05,56.21,222.696,-2.787,5,True,SunseedWand,10,1,advance
56.56,56.72,225.344,-2.785,5,True,SunseedWand,10,1,advance
57.06,57.22,227.095,-2.790,5,True,SunseedWand,10,1,combat spacing
57.56,57.71,227.095,-2.790,5,True,SunseedWand,10,1,combat spacing
58.06,58.22,228.479,-2.790,5,True,SunseedWand,10,1,advance
58.56,58.72,231.073,-2.790,5,True,SunseedWand,10,1,advance
59.07,59.20,233.579,-2.790,5,True,SunseedWand,10,1,advance
59.59,59.75,236.415,-2.790,5,True,SunseedWand,10,1,advance
60.09,60.24,238.968,-2.790,5,True,SunseedWand,10,1,advance
60.59,60.75,241.612,-2.790,5,True,SunseedWand,10,1,advance
61.10,61.25,242.705,-2.790,5,True,SunseedWand,10,1,advance
61.60,61.75,243.277,-2.790,5,True,SunseedWand,10,1,advance
62.10,62.25,245.064,-2.790,5,True,SunseedWand,10,1,advance
62.60,62.75,247.677,-2.790,5,True,SunseedWand,10,1,advance
63.10,63.26,250.308,-2.790,5,True,SunseedWand,10,1,advance
63.61,63.75,251.421,-2.790,5,True,SunseedWand,10,1,combat spacing
64.12,64.25,251.421,-2.790,5,True,SunseedWand,10,1,combat spacing
64.62,64.78,253.532,-2.790,5,True,SunseedWand,10,1,advance
65.13,65.28,256.115,-2.795,5,True,SunseedWand,10,1,advance
65.63,65.78,258.753,-2.790,5,True,SunseedWand,10,1,advance
66.13,66.29,261.374,-2.790,5,True,SunseedWand,10,1,advance
66.63,66.78,263.929,-2.785,5,True,SunseedWand,10,1,advance
67.14,67.30,266.629,-2.785,5,True,SunseedWand,10,1,advance
67.65,67.79,269.187,-2.785,5,True,SunseedWand,10,1,combat spacing
68.16,68.30,271.735,-2.785,5,True,SunseedWand,10,1,combat spacing
68.67,68.82,271.802,-2.785,5,True,SunseedWand,8,1,combat spacing
69.17,69.31,271.799,-2.743,5,True,SunseedWand,8,1,boss evade
69.67,69.83,271.015,-0.662,5,True,SunseedWand,8,1,combat spacing
70.18,70.32,271.015,-2.790,5,True,SunseedWand,7,1,combat spacing
70.69,70.84,271.015,-2.790,5,True,SunseedWand,6,1,combat spacing
71.19,71.34,269.910,-0.979,4,True,SunseedWand,6,1,boss evade
71.69,71.84,267.479,-2.154,4,True,SunseedWand,6,1,boss evade
72.20,72.34,268.442,-0.525,3,True,SunseedWand,5,1,boss evade
72.71,72.84,268.838,-0.524,3,True,SunseedWand,5,1,boss evade
73.22,73.36,270.539,-1.253,3,True,SunseedWand,5,1,combat spacing
73.73,73.88,270.568,-2.790,3,True,SunseedWand,4,1,combat spacing
74.23,74.38,270.568,-2.790,3,True,SunseedWand,3,1,combat spacing
74.74,74.88,271.531,-1.276,2,True,SunseedWand,3,1,boss evade
75.24,75.40,275.376,-2.228,2,True,SunseedWand,3,1,boss evade
75.74,75.89,276.769,-0.561,2,True,SunseedWand,2,1,combat spacing
76.24,76.37,276.769,-2.791,2,True,SunseedWand,2,1,combat spacing
76.74,76.90,276.813,-2.627,2,True,SunseedWand,1,1,boss evade
77.25,77.40,280.203,-1.557,1,True,SunseedWand,1,1,boss evade
